"gender"	"SeniorCitizen"	"Partner"	"Dependents"	"tenure"	"PaperlessBilling"	"Churn"
"Female"	0	"Yes"	"Yes"	71	"No"	"No"
"Male"	1	"Yes"	"No"	19	"No"	"No"
"Female"	0	"No"	"Yes"	2	"Yes"	"Yes"
"Male"	0	"No"	"No"	57	"No"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"No"	"No"	6	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	17	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	61	"No"	"No"
"Male"	0	"Yes"	"Yes"	1	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	48	"No"	"No"
"Male"	0	"No"	"No"	16	"Yes"	"No"
"Male"	1	"No"	"No"	9	"Yes"	"Yes"
"Female"	0	"No"	"No"	3	"No"	"No"
"Male"	0	"No"	"Yes"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	65	"No"	"No"
"Female"	0	"Yes"	"Yes"	70	"Yes"	"No"
"Male"	0	"Yes"	"No"	60	"Yes"	"No"
"Female"	0	"Yes"	"No"	69	"Yes"	"No"
"Female"	1	"No"	"No"	35	"No"	"No"
"Female"	0	"No"	"No"	22	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	66	"No"	"No"
"Male"	1	"Yes"	"No"	1	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	1	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	34	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"Yes"	"Yes"	31	"No"	"No"
"Male"	0	"No"	"Yes"	30	"No"	"No"
"Female"	0	"No"	"No"	9	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	20	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	19	"Yes"	"No"
"Female"	0	"Yes"	"No"	65	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	30	"No"	"No"
"Male"	0	"No"	"No"	6	"No"	"No"
"Female"	0	"No"	"No"	2	"No"	"No"
"Male"	0	"Yes"	"Yes"	53	"No"	"No"
"Male"	1	"Yes"	"No"	7	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	61	"Yes"	"No"
"Male"	1	"No"	"No"	70	"Yes"	"Yes"
"Female"	0	"No"	"No"	13	"Yes"	"No"
"Male"	1	"Yes"	"No"	35	"Yes"	"No"
"Female"	0	"Yes"	"No"	2	"Yes"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"No"	3	"No"	"No"
"Female"	0	"No"	"No"	62	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"Yes"	"No"	63	"Yes"	"No"
"Male"	1	"No"	"No"	20	"No"	"Yes"
"Female"	1	"No"	"No"	35	"Yes"	"No"
"Male"	1	"Yes"	"No"	21	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	62	"No"	"No"
"Female"	0	"No"	"No"	15	"Yes"	"No"
"Female"	0	"No"	"No"	55	"Yes"	"No"
"Female"	0	"No"	"No"	11	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	17	"No"	"Yes"
"Female"	0	"No"	"No"	61	"No"	"No"
"Female"	0	"Yes"	"No"	71	"No"	"No"
"Female"	0	"No"	"No"	2	"No"	"Yes"
"Male"	0	"No"	"No"	35	"No"	"No"
"Female"	0	"No"	"No"	17	"No"	"No"
"Female"	0	"No"	"No"	21	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	47	"No"	"No"
"Female"	0	"Yes"	"No"	3	"No"	"No"
"Male"	0	"No"	"No"	3	"Yes"	"No"
"Male"	1	"Yes"	"No"	44	"Yes"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	44	"No"	"No"
"Male"	0	"Yes"	"Yes"	5	"Yes"	"Yes"
"Male"	0	"No"	"No"	24	"Yes"	"Yes"
"Female"	0	"No"	"Yes"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	18	"Yes"	"No"
"Female"	0	"No"	"No"	10	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	65	"No"	"No"
"Female"	1	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	53	"Yes"	"Yes"
"Male"	0	"No"	"No"	3	"No"	"No"
"Male"	0	"Yes"	"No"	33	"Yes"	"No"
"Male"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"No"	34	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	14	"Yes"	"No"
"Female"	0	"No"	"No"	13	"Yes"	"No"
"Male"	1	"Yes"	"No"	46	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	23	"No"	"No"
"Female"	0	"Yes"	"Yes"	47	"No"	"No"
"Male"	0	"No"	"Yes"	17	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	49	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	59	"Yes"	"No"
"Female"	0	"No"	"No"	69	"Yes"	"No"
"Male"	0	"No"	"No"	11	"Yes"	"Yes"
"Male"	0	"No"	"No"	10	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	12	"Yes"	"No"
"Male"	0	"No"	"No"	45	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	39	"Yes"	"No"
"Male"	1	"Yes"	"No"	71	"No"	"No"
"Male"	0	"Yes"	"Yes"	71	"No"	"No"
"Female"	0	"Yes"	"Yes"	33	"No"	"No"
"Male"	1	"No"	"No"	67	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	37	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	49	"No"	"Yes"
"Female"	0	"Yes"	"No"	9	"No"	"No"
"Male"	0	"Yes"	"No"	52	"Yes"	"No"
"Female"	0	"No"	"No"	70	"No"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Female"	1	"No"	"No"	14	"Yes"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"No"	"No"	52	"Yes"	"No"
"Male"	0	"No"	"No"	6	"No"	"No"
"Male"	0	"Yes"	"No"	7	"No"	"No"
"Female"	1	"No"	"No"	47	"Yes"	"Yes"
"Female"	0	"No"	"No"	26	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	25	"No"	"No"
"Male"	0	"No"	"No"	69	"Yes"	"No"
"Female"	0	"No"	"No"	72	"Yes"	"No"
"Male"	0	"No"	"No"	4	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	59	"No"	"No"
"Male"	0	"No"	"No"	67	"No"	"No"
"Female"	1	"No"	"No"	26	"Yes"	"No"
"Female"	0	"No"	"No"	27	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	0	"No"	"No"	6	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	62	"No"	"No"
"Male"	0	"No"	"No"	20	"Yes"	"No"
"Male"	0	"No"	"No"	6	"No"	"No"
"Male"	0	"No"	"No"	51	"No"	"No"
"Female"	0	"Yes"	"Yes"	61	"No"	"No"
"Male"	1	"Yes"	"No"	62	"Yes"	"No"
"Female"	0	"No"	"No"	72	"Yes"	"No"
"Male"	1	"Yes"	"No"	13	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	5	"Yes"	"Yes"
"Male"	1	"No"	"No"	3	"Yes"	"Yes"
"Female"	1	"Yes"	"No"	26	"Yes"	"Yes"
"Male"	1	"No"	"No"	13	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	38	"Yes"	"No"
"Female"	1	"Yes"	"No"	8	"Yes"	"Yes"
"Male"	1	"Yes"	"Yes"	34	"Yes"	"No"
"Male"	0	"No"	"No"	18	"No"	"No"
"Male"	0	"Yes"	"Yes"	56	"Yes"	"No"
"Female"	0	"No"	"No"	36	"Yes"	"No"
"Female"	0	"Yes"	"No"	9	"Yes"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	12	"No"	"Yes"
"Female"	1	"Yes"	"Yes"	57	"Yes"	"No"
"Female"	0	"No"	"No"	42	"No"	"Yes"
"Female"	0	"Yes"	"Yes"	33	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	70	"No"	"No"
"Female"	0	"No"	"No"	68	"No"	"No"
"Male"	0	"No"	"Yes"	1	"Yes"	"No"
"Female"	0	"No"	"No"	37	"No"	"No"
"Female"	0	"No"	"Yes"	4	"Yes"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Male"	0	"No"	"No"	20	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	0	"No"	"No"	31	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	18	"No"	"Yes"
"Male"	0	"Yes"	"No"	11	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	33	"No"	"No"
"Female"	1	"No"	"No"	62	"No"	"No"
"Female"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"Yes"	"No"	16	"No"	"No"
"Male"	0	"Yes"	"Yes"	22	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	49	"No"	"No"
"Male"	0	"Yes"	"Yes"	36	"Yes"	"No"
"Male"	0	"Yes"	"No"	42	"Yes"	"Yes"
"Male"	1	"No"	"No"	4	"Yes"	"Yes"
"Female"	0	"No"	"No"	12	"No"	"Yes"
"Female"	0	"No"	"No"	31	"No"	"No"
"Male"	0	"Yes"	"No"	5	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	66	"No"	"No"
"Female"	1	"No"	"No"	15	"No"	"Yes"
"Male"	0	"No"	"No"	64	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	10	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	7	"Yes"	"Yes"
"Male"	0	"No"	"No"	29	"No"	"No"
"Male"	0	"No"	"No"	57	"No"	"No"
"Female"	0	"No"	"No"	46	"No"	"No"
"Male"	0	"No"	"No"	53	"No"	"No"
"Female"	0	"No"	"No"	17	"No"	"No"
"Female"	0	"Yes"	"Yes"	38	"Yes"	"No"
"Male"	0	"No"	"No"	15	"No"	"No"
"Female"	0	"No"	"No"	22	"Yes"	"No"
"Male"	0	"Yes"	"No"	14	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	57	"No"	"No"
"Male"	1	"No"	"No"	11	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	1	"No"	"No"
"Male"	0	"Yes"	"Yes"	12	"No"	"No"
"Male"	1	"Yes"	"No"	3	"Yes"	"Yes"
"Male"	0	"No"	"Yes"	36	"Yes"	"No"
"Male"	0	"No"	"No"	16	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	65	"No"	"Yes"
"Male"	0	"No"	"No"	2	"No"	"No"
"Female"	0	"No"	"No"	42	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"No"	"No"	62	"No"	"No"
"Female"	0	"No"	"No"	6	"Yes"	"No"
"Male"	0	"Yes"	"No"	48	"Yes"	"No"
"Male"	0	"No"	"No"	35	"Yes"	"No"
"Male"	0	"No"	"Yes"	52	"No"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"No"
"Male"	0	"Yes"	"No"	6	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	71	"No"	"No"
"Female"	0	"Yes"	"Yes"	67	"No"	"No"
"Male"	1	"No"	"No"	60	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	23	"Yes"	"No"
"Male"	0	"No"	"Yes"	39	"No"	"No"
"Male"	0	"Yes"	"Yes"	15	"Yes"	"No"
"Male"	1	"Yes"	"No"	53	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	24	"No"	"No"
"Female"	0	"Yes"	"Yes"	37	"No"	"No"
"Female"	0	"Yes"	"Yes"	5	"Yes"	"Yes"
"Female"	1	"Yes"	"No"	50	"Yes"	"No"
"Female"	0	"No"	"No"	54	"Yes"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"No"
"Male"	0	"No"	"No"	68	"No"	"Yes"
"Male"	0	"No"	"No"	5	"No"	"No"
"Male"	0	"No"	"No"	33	"No"	"No"
"Female"	0	"No"	"No"	41	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	34	"No"	"No"
"Female"	0	"Yes"	"Yes"	13	"Yes"	"No"
"Female"	0	"No"	"No"	20	"Yes"	"No"
"Female"	1	"No"	"No"	51	"No"	"No"
"Female"	0	"Yes"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"Yes"	41	"No"	"No"
"Female"	0	"No"	"No"	13	"No"	"No"
"Male"	0	"Yes"	"Yes"	35	"No"	"No"
"Male"	0	"Yes"	"No"	12	"No"	"Yes"
"Male"	0	"No"	"No"	4	"Yes"	"No"
"Female"	0	"No"	"No"	43	"Yes"	"Yes"
"Female"	1	"Yes"	"Yes"	12	"Yes"	"No"
"Male"	1	"Yes"	"No"	68	"Yes"	"Yes"
"Male"	1	"No"	"No"	25	"Yes"	"Yes"
"Female"	0	"No"	"No"	7	"No"	"No"
"Male"	1	"Yes"	"No"	66	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	53	"No"	"No"
"Male"	1	"No"	"No"	63	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	70	"Yes"	"Yes"
"Male"	1	"Yes"	"No"	27	"No"	"Yes"
"Female"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"No"	"No"	5	"No"	"No"
"Female"	1	"Yes"	"No"	37	"No"	"No"
"Male"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"Yes"	12	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	38	"No"	"No"
"Female"	0	"No"	"No"	9	"Yes"	"No"
"Male"	0	"Yes"	"No"	13	"Yes"	"No"
"Male"	1	"Yes"	"No"	29	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	47	"No"	"No"
"Male"	0	"Yes"	"No"	61	"No"	"No"
"Male"	0	"No"	"No"	16	"No"	"No"
"Female"	0	"Yes"	"Yes"	41	"No"	"No"
"Female"	0	"No"	"Yes"	43	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	36	"Yes"	"Yes"
"Female"	0	"No"	"No"	6	"Yes"	"No"
"Female"	0	"No"	"No"	58	"Yes"	"No"
"Male"	0	"No"	"No"	19	"Yes"	"No"
"Male"	0	"Yes"	"No"	11	"Yes"	"No"
"Female"	0	"No"	"No"	39	"Yes"	"No"
"Female"	1	"No"	"No"	8	"Yes"	"No"
"Female"	0	"No"	"Yes"	26	"Yes"	"No"
"Female"	1	"No"	"No"	53	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	70	"Yes"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	59	"No"	"No"
"Male"	0	"No"	"No"	2	"No"	"Yes"
"Male"	0	"No"	"No"	7	"No"	"No"
"Female"	0	"No"	"Yes"	12	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	59	"No"	"No"
"Male"	0	"Yes"	"Yes"	61	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	13	"No"	"No"
"Female"	0	"Yes"	"Yes"	64	"No"	"No"
"Male"	0	"Yes"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	10	"No"	"No"
"Female"	0	"Yes"	"Yes"	65	"No"	"No"
"Female"	0	"Yes"	"No"	62	"No"	"No"
"Female"	0	"Yes"	"No"	55	"Yes"	"No"
"Female"	0	"Yes"	"No"	25	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Male"	0	"No"	"No"	1	"Yes"	"No"
"Female"	0	"Yes"	"No"	59	"No"	"Yes"
"Male"	1	"Yes"	"Yes"	64	"Yes"	"No"
"Male"	0	"Yes"	"No"	36	"Yes"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	61	"Yes"	"No"
"Male"	0	"No"	"Yes"	26	"Yes"	"No"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	1	"Yes"	"No"	1	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	68	"Yes"	"No"
"Male"	1	"Yes"	"No"	2	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"Yes"	"No"	71	"Yes"	"No"
"Male"	0	"No"	"No"	57	"No"	"No"
"Male"	0	"No"	"No"	4	"Yes"	"No"
"Female"	1	"No"	"No"	1	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"Yes"	"Yes"	21	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	71	"No"	"No"
"Female"	1	"Yes"	"No"	29	"Yes"	"Yes"
"Female"	1	"No"	"No"	69	"No"	"No"
"Female"	0	"Yes"	"No"	64	"Yes"	"No"
"Male"	0	"No"	"No"	16	"No"	"No"
"Female"	0	"No"	"No"	4	"No"	"No"
"Female"	0	"No"	"No"	52	"Yes"	"Yes"
"Male"	0	"No"	"No"	2	"Yes"	"Yes"
"Male"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"No"	"No"	18	"No"	"No"
"Female"	0	"No"	"No"	2	"No"	"No"
"Female"	0	"Yes"	"No"	19	"Yes"	"No"
"Female"	0	"No"	"No"	40	"No"	"No"
"Female"	1	"Yes"	"Yes"	66	"Yes"	"No"
"Male"	0	"No"	"No"	21	"No"	"No"
"Male"	0	"No"	"No"	8	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Female"	0	"No"	"No"	48	"Yes"	"No"
"Male"	0	"No"	"No"	69	"Yes"	"No"
"Male"	0	"No"	"No"	72	"Yes"	"No"
"Female"	0	"No"	"No"	14	"No"	"No"
"Male"	0	"No"	"No"	6	"No"	"No"
"Female"	0	"Yes"	"Yes"	8	"No"	"No"
"Female"	0	"No"	"No"	17	"No"	"No"
"Male"	0	"No"	"No"	65	"No"	"No"
"Female"	0	"Yes"	"Yes"	57	"Yes"	"No"
"Male"	0	"Yes"	"No"	13	"Yes"	"Yes"
"Male"	1	"No"	"No"	19	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	56	"No"	"No"
"Female"	0	"Yes"	"No"	14	"Yes"	"No"
"Male"	0	"Yes"	"No"	52	"Yes"	"No"
"Female"	0	"No"	"No"	58	"Yes"	"No"
"Female"	1	"No"	"No"	47	"Yes"	"Yes"
"Female"	0	"No"	"No"	67	"Yes"	"No"
"Male"	0	"No"	"No"	2	"Yes"	"No"
"Male"	1	"No"	"No"	6	"No"	"No"
"Male"	0	"Yes"	"Yes"	71	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	46	"No"	"No"
"Female"	0	"No"	"No"	5	"No"	"Yes"
"Male"	1	"Yes"	"No"	67	"No"	"No"
"Male"	0	"No"	"Yes"	3	"No"	"No"
"Female"	0	"No"	"No"	3	"No"	"No"
"Male"	1	"Yes"	"No"	52	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	42	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	50	"Yes"	"No"
"Male"	1	"Yes"	"No"	23	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	67	"No"	"No"
"Female"	0	"No"	"No"	25	"Yes"	"Yes"
"Female"	1	"Yes"	"No"	39	"No"	"No"
"Female"	0	"No"	"No"	69	"Yes"	"No"
"Female"	0	"No"	"No"	1	"No"	"No"
"Male"	0	"No"	"No"	32	"No"	"No"
"Female"	0	"No"	"No"	9	"No"	"Yes"
"Female"	0	"No"	"No"	16	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	60	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"Yes"	"No"	5	"No"	"Yes"
"Female"	1	"No"	"No"	26	"Yes"	"No"
"Male"	0	"No"	"No"	3	"No"	"Yes"
"Male"	0	"No"	"No"	2	"Yes"	"No"
"Female"	0	"No"	"Yes"	2	"No"	"No"
"Female"	0	"No"	"No"	36	"Yes"	"No"
"Male"	0	"No"	"No"	7	"No"	"No"
"Female"	1	"Yes"	"No"	60	"Yes"	"No"
"Female"	0	"Yes"	"No"	19	"Yes"	"No"
"Male"	1	"Yes"	"No"	45	"No"	"No"
"Male"	1	"No"	"No"	4	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	31	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	47	"No"	"No"
"Male"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"No"	"No"
"Female"	1	"Yes"	"Yes"	59	"Yes"	"No"
"Male"	0	"Yes"	"No"	10	"Yes"	"Yes"
"Male"	1	"No"	"No"	35	"No"	"No"
"Male"	0	"No"	"No"	4	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	32	"Yes"	"No"
"Male"	0	"No"	"No"	43	"Yes"	"Yes"
"Male"	0	"No"	"No"	4	"No"	"Yes"
"Female"	1	"Yes"	"No"	54	"Yes"	"No"
"Female"	1	"No"	"No"	11	"Yes"	"Yes"
"Female"	1	"No"	"No"	66	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	61	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	72	"No"	"No"
"Male"	0	"Yes"	"Yes"	44	"Yes"	"No"
"Male"	0	"No"	"No"	41	"Yes"	"No"
"Male"	0	"Yes"	"No"	50	"Yes"	"No"
"Male"	0	"Yes"	"No"	47	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	8	"No"	"No"
"Male"	0	"No"	"No"	18	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Female"	1	"No"	"No"	42	"No"	"No"
"Female"	1	"No"	"No"	18	"Yes"	"No"
"Female"	0	"No"	"Yes"	13	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	68	"Yes"	"No"
"Male"	0	"No"	"No"	4	"Yes"	"Yes"
"Male"	0	"No"	"No"	69	"Yes"	"No"
"Male"	0	"No"	"No"	17	"No"	"Yes"
"Male"	0	"Yes"	"Yes"	25	"No"	"No"
"Male"	1	"No"	"No"	43	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	59	"No"	"No"
"Female"	1	"No"	"No"	5	"No"	"No"
"Male"	0	"Yes"	"Yes"	21	"No"	"Yes"
"Female"	0	"Yes"	"Yes"	69	"Yes"	"No"
"Male"	0	"No"	"No"	13	"Yes"	"No"
"Male"	0	"Yes"	"No"	42	"Yes"	"Yes"
"Male"	0	"Yes"	"No"	52	"Yes"	"No"
"Male"	1	"No"	"No"	46	"No"	"Yes"
"Male"	0	"Yes"	"No"	61	"Yes"	"No"
"Male"	0	"No"	"No"	29	"Yes"	"No"
"Female"	0	"No"	"Yes"	25	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	5	"Yes"	"Yes"
"Male"	0	"No"	"No"	15	"No"	"No"
"Female"	0	"Yes"	"Yes"	19	"No"	"No"
"Male"	0	"No"	"No"	44	"No"	"No"
"Female"	1	"No"	"No"	6	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	58	"No"	"No"
"Male"	0	"Yes"	"Yes"	62	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	70	"Yes"	"No"
"Female"	1	"No"	"No"	1	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	10	"No"	"No"
"Male"	0	"No"	"No"	26	"Yes"	"No"
"Male"	0	"No"	"No"	66	"No"	"No"
"Female"	0	"Yes"	"Yes"	7	"Yes"	"Yes"
"Male"	0	"Yes"	"Yes"	51	"No"	"No"
"Male"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	0	"No"	"No"	65	"No"	"No"
"Male"	0	"No"	"No"	2	"No"	"Yes"
"Male"	0	"No"	"Yes"	70	"No"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	1	"No"	"No"
"Female"	1	"Yes"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	5	"Yes"	"Yes"
"Male"	0	"No"	"No"	3	"No"	"No"
"Male"	0	"No"	"No"	58	"Yes"	"No"
"Male"	1	"Yes"	"Yes"	22	"No"	"Yes"
"Male"	1	"Yes"	"No"	33	"Yes"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Male"	1	"Yes"	"No"	54	"No"	"No"
"Male"	0	"Yes"	"No"	72	"Yes"	"No"
"Male"	0	"No"	"Yes"	1	"Yes"	"Yes"
"Male"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"Yes"	"Yes"	72	"No"	"No"
"Female"	0	"Yes"	"Yes"	72	"Yes"	"No"
"Male"	1	"Yes"	"No"	54	"Yes"	"No"
"Female"	0	"Yes"	"No"	59	"Yes"	"No"
"Male"	0	"No"	"No"	54	"Yes"	"No"
"Male"	0	"No"	"No"	60	"Yes"	"No"
"Female"	0	"Yes"	"No"	60	"No"	"No"
"Male"	0	"No"	"No"	3	"No"	"No"
"Female"	0	"Yes"	"No"	69	"No"	"No"
"Female"	0	"Yes"	"Yes"	1	"No"	"No"
"Male"	0	"Yes"	"Yes"	50	"Yes"	"No"
"Female"	0	"No"	"No"	56	"Yes"	"No"
"Female"	0	"Yes"	"No"	60	"Yes"	"No"
"Male"	1	"Yes"	"No"	69	"Yes"	"No"
"Female"	0	"No"	"No"	1	"No"	"Yes"
"Female"	1	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"Yes"	"No"	3	"Yes"	"No"
"Male"	0	"Yes"	"Yes"	60	"No"	"No"
"Female"	0	"No"	"No"	13	"No"	"No"
"Male"	0	"Yes"	"Yes"	62	"No"	"No"
"Female"	0	"No"	"No"	45	"No"	"No"
"Female"	0	"No"	"No"	25	"No"	"No"
"Male"	0	"No"	"No"	44	"No"	"No"
"Female"	0	"No"	"No"	2	"Yes"	"No"
"Male"	1	"No"	"No"	33	"Yes"	"Yes"
"Female"	0	"No"	"No"	1	"Yes"	"Yes"
"Female"	0	"No"	"No"	22	"No"	"No"
"Female"	0	"No"	"No"	35	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	29	"No"	"No"
"Male"	1	"Yes"	"No"	27	"Yes"	"No"
"Male"	0	"No"	"Yes"	54	"Yes"	"No"
"Female"	1	"No"	"No"	2	"Yes"	"Yes"
"Male"	0	"No"	"No"	57	"Yes"	"No"
"Male"	0	"No"	"No"	62	"No"	"No"
"Female"	0	"Yes"	"Yes"	15	"No"	"No"
"Male"	0	"No"	"No"	2	"No"	"Yes"
"Female"	0	"Yes"	"No"	70	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	21	"Yes"	"No"
"Female"	0	"No"	"Yes"	23	"Yes"	"No"
"Male"	0	"No"	"No"	6	"No"	"No"
"Male"	0	"Yes"	"Yes"	4	"No"	"No"
"Female"	0	"No"	"No"	3	"Yes"	"Yes"
"Female"	0	"No"	"No"	23	"Yes"	"No"
"Male"	0	"No"	"No"	26	"No"	"No"
"Female"	0	"No"	"Yes"	8	"No"	"No"
"Male"	0	"No"	"No"	26	"Yes"	"Yes"
"Male"	0	"No"	"No"	2	"Yes"	"No"
"Male"	0	"No"	"No"	67	"No"	"Yes"
"Female"	0	"Yes"	"No"	71	"Yes"	"Yes"
"Female"	0	"No"	"No"	59	"No"	"No"
"Male"	0	"Yes"	"Yes"	39	"No"	"No"
"Male"	0	"No"	"Yes"	21	"No"	"No"
"Male"	0	"No"	"No"	1	"No"	"Yes"
"Female"	0	"Yes"	"Yes"	48	"No"	"No"
"Female"	1	"Yes"	"No"	31	"Yes"	"No"
"Female"	0	"Yes"	"Yes"	64	"No"	"No"
